Indicator,Data Source,PUBLISH STATES,Year,iden,WHO region,Country,Beverage Types,Display Value,Numeric,High,Comments
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LTU,Europe,Lithuania,Other alcoholic beverages,2.47,2.47,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LTU,Europe,Lithuania,Spirits,5.62,5.62,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LTU,Europe,Lithuania,Wine,1.44,1.44,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LTU,Europe,Lithuania,All types,15.04,15.04,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LTU,Europe,Lithuania,Beer,5.26,5.26,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LTU,Europe,Lithuania,Other alcoholic beverages,2.58,2.58,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LTU,Europe,Lithuania,Spirits,5.72,5.72,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LTU,Europe,Lithuania,Wine,1.48,1.48,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LTU,Europe,Lithuania,All types,15.19,15.19,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LTU,Europe,Lithuania,Beer,5.46,5.46,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LTU,Europe,Lithuania,Other alcoholic beverages,2.44,2.44,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LTU,Europe,Lithuania,Spirits,5.79,5.79,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LTU,Europe,Lithuania,Wine,1.5,1.5,LTU,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LUX,Europe,Luxembourg,All types,13.14,13.14,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LUX,Europe,Luxembourg,Beer,4.62,4.62,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LUX,Europe,Luxembourg,Spirits,2.64,2.64,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,LUX,Europe,Luxembourg,Wine,5.88,5.88,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LUX,Europe,Luxembourg,All types,12.89,12.89,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LUX,Europe,Luxembourg,Beer,4.43,4.43,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LUX,Europe,Luxembourg,Spirits,2.66,2.66,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,LUX,Europe,Luxembourg,Wine,5.81,5.81,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LUX,Europe,Luxembourg,All types,12.91,12.91,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LUX,Europe,Luxembourg,Beer,4.46,4.46,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LUX,Europe,Luxembourg,Spirits,2.59,2.59,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,LUX,Europe,Luxembourg,Wine,5.86,5.86,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LUX,Europe,Luxembourg,All types,12.61,12.61,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LUX,Europe,Luxembourg,Beer,4.36,4.36,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LUX,Europe,Luxembourg,Spirits,2.5,2.5,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,LUX,Europe,Luxembourg,Wine,5.75,5.75,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LUX,Europe,Luxembourg,All types,12.42,12.42,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LUX,Europe,Luxembourg,Beer,4.27,4.27,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LUX,Europe,Luxembourg,Spirits,2.58,2.58,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,LUX,Europe,Luxembourg,Wine,5.58,5.58,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LUX,Europe,Luxembourg,All types,11.84,11.84,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LUX,Europe,Luxembourg,Beer,4.36,4.36,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LUX,Europe,Luxembourg,Spirits,2.41,2.41,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2005,LUX,Europe,Luxembourg,Wine,5.07,5.07,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LUX,Europe,Luxembourg,All types,11.98,11.98,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LUX,Europe,Luxembourg,Beer,4.46,4.46,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LUX,Europe,Luxembourg,Spirits,2.46,2.46,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2006,LUX,Europe,Luxembourg,Wine,5.06,5.06,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LUX,Europe,Luxembourg,All types,11.75,11.75,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LUX,Europe,Luxembourg,Beer,4.29,4.29,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LUX,Europe,Luxembourg,Spirits,2.4,2.4,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2007,LUX,Europe,Luxembourg,Wine,5.07,5.07,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LUX,Europe,Luxembourg,All types,11.53,11.53,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LUX,Europe,Luxembourg,Beer,4.17,4.17,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LUX,Europe,Luxembourg,Spirits,2.44,2.44,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2008,LUX,Europe,Luxembourg,Wine,4.92,4.92,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LUX,Europe,Luxembourg,All types,11.42,11.42,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LUX,Europe,Luxembourg,Beer,4.17,4.17,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LUX,Europe,Luxembourg,Spirits,2.39,2.39,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2009,LUX,Europe,Luxembourg,Wine,4.86,4.86,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LUX,Europe,Luxembourg,All types,11.36,11.36,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LUX,Europe,Luxembourg,Beer,4.11,4.11,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LUX,Europe,Luxembourg,Spirits,2.39,2.39,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2010,LUX,Europe,Luxembourg,Wine,4.86,4.86,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LUX,Europe,Luxembourg,All types,11.5,11.5,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LUX,Europe,Luxembourg,Beer,4.02,4.02,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LUX,Europe,Luxembourg,Spirits,2.33,2.33,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2011,LUX,Europe,Luxembourg,Wine,5.05,5.05,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LUX,Europe,Luxembourg,All types,11.34,11.34,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LUX,Europe,Luxembourg,Beer,4.02,4.02,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LUX,Europe,Luxembourg,Spirits,2.28,2.28,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2012,LUX,Europe,Luxembourg,Wine,4.95,4.95,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LUX,Europe,Luxembourg,All types,11.02,11.02,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LUX,Europe,Luxembourg,Beer,3.8,3.8,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LUX,Europe,Luxembourg,Spirits,2.28,2.28,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2013,LUX,Europe,Luxembourg,Wine,4.79,4.79,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LUX,Europe,Luxembourg,All types,11.12,11.12,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LUX,Europe,Luxembourg,Beer,4.08,4.08,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LUX,Europe,Luxembourg,Other alcoholic beverages,0,0,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LUX,Europe,Luxembourg,Spirits,2.28,2.28,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2014,LUX,Europe,Luxembourg,Wine,4.75,4.75,LUX,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,MDG,Africa,Madagascar,All types,1.16,1.16,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,MDG,Africa,Madagascar,Beer,0.4,0.4,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,MDG,Africa,Madagascar,Other alcoholic beverages,0,0,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,MDG,Africa,Madagascar,Spirits,0.64,0.64,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2000,MDG,Africa,Madagascar,Wine,0.13,0.13,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,MDG,Africa,Madagascar,All types,1.05,1.05,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,MDG,Africa,Madagascar,Beer,0.41,0.41,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,MDG,Africa,Madagascar,Other alcoholic beverages,0,0,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,MDG,Africa,Madagascar,Spirits,0.52,0.52,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2001,MDG,Africa,Madagascar,Wine,0.12,0.12,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,MDG,Africa,Madagascar,All types,0.9,0.9,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,MDG,Africa,Madagascar,Beer,0.28,0.28,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,MDG,Africa,Madagascar,Other alcoholic beverages,0,0,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,MDG,Africa,Madagascar,Spirits,0.4,0.4,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2002,MDG,Africa,Madagascar,Wine,0.22,0.22,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,MDG,Africa,Madagascar,All types,0.93,0.93,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,MDG,Africa,Madagascar,Beer,0.38,0.38,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,MDG,Africa,Madagascar,Other alcoholic beverages,0,0,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,MDG,Africa,Madagascar,Spirits,0.33,0.33,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2003,MDG,Africa,Madagascar,Wine,0.22,0.22,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,MDG,Africa,Madagascar,All types,0.81,0.81,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,MDG,Africa,Madagascar,Beer,0.36,0.36,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,MDG,Africa,Madagascar,Other alcoholic beverages,0,0,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,MDG,Africa,Madagascar,Spirits,0.32,0.32,MDG,
"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",Data source,Published,2004,MDG,Africa,Madagascar,Wine,0.13,0.13,MDG,
